ID	NumUnique	PopUniq	Nom_Pop	Assigned	Sexe	Year	Cohorte	NGS-SSsp2210	NGS-SSsp2210-b	NGS-SsaD486	NGS-SsaD486-b	Ssa-1.7	Ssa-1.7-b	Ssa-10.1	Ssa-10.1-b	Ssa-10.2	Ssa-10.2-b	Ssa-11.2	Ssa-11.2-b	Ssa-11.3	Ssa-11.3-b	Ssa-11.5	Ssa-11.5-b	Ssa-11.8	Ssa-11.8-b	Ssa-12.5	Ssa-12.5-b	Ssa-13.8	Ssa-13.8-b	Ssa-14.2	Ssa-14.2-b	Ssa-14.3	Ssa-14.3-b	Ssa-14.5	Ssa-14.5-b	Ssa-14.6	Ssa-14.6-b	Ssa-14.8	Ssa-14.8-b	Ssa-15.1	Ssa-15.1-b	Ssa-15.3	Ssa-15.3-b	Ssa-15.7	Ssa-15.7-b	Ssa-17.1	Ssa-17.1-b	Ssa-18.7	Ssa-18.7-b	Ssa-19.1	Ssa-19.1-b	Ssa-19.2	Ssa-19.2-b	Ssa-19.3	Ssa-19.3-b	Ssa-2.1	Ssa-2.1-b	Ssa-2.2	Ssa-2.2-b	Ssa-2.7	Ssa-2.7-b	Ssa-20.2	Ssa-20.2-b	Ssa-21.2	Ssa-21.2-b	Ssa-22.5	Ssa-22.5-b	Ssa-22.9	Ssa-22.9-b	Ssa-22.d31	Ssa-22.d31-b	Ssa-25.11	Ssa-25.11-b	Ssa-25.2	Ssa-25.2-b	Ssa-26.1	Ssa-26.1-b	Ssa-4.d44	Ssa-4.d44-b	Ssa-5.2	Ssa-5.2-b	Ssa-6.2	Ssa-6.2-b	Ssa-7.12	Ssa-7.12-b	Ssa-9.3	Ssa-9.3-b	Ssa-9.8	Ssa-9.8-b
19R455	479	2	Puyjalon	non	M	2019	#VALEUR!	41	49	36	40	55	55	28	43	48	51	49	49	54	57	37	46	73	73	69	69	42	42	54	60	64	67	21	36	42	45	60	60	43	49	53	62	64	79	46	46	68	77	56	62	38	41	55	55	34	37	35	35	43	46	39	45	60	78	0	0	64	64	50	50	39	39	42	51	0	0	37	37	43	49	40	40	45	45	40	46	31	34
19R456	480	2	Puyjalon	non	M	2019	2016	45	45	32	32	49	55	40	40	51	51	49	73	57	63	37	37	64	73	69	72	42	42	42	54	70	70	36	39	42	45	57	63	43	43	53	62	73	79	46	55	77	77	56	62	38	38	49	55	34	34	38	41	43	43	39	42	60	78	59	71	61	64	54	54	39	39	42	51	33	33	37	37	49	49	40	46	36	45	40	46	31	34
19R457	481	2	Puyjalon	non	F	2019	#VALEUR!	25	45	40	52	49	55	28	37	51	51	43	49	54	54	37	46	0	0	69	72	42	48	42	54	67	70	36	39	42	45	60	66	43	49	53	68	64	64	46	55	71	77	56	62	38	41	52	55	28	37	35	35	43	43	39	45	60	78	80	83	64	67	50	50	39	39	36	51	33	33	37	39	49	49	46	46	45	45	37	40	31	37
19R458	482	2	Puyjalon	non	M	2019	#VALEUR!	25	49	0	0	49	55	28	40	45	48	0	0	54	63	37	46	73	73	69	69	42	48	42	54	64	64	21	36	0	0	57	60	43	43	Unscored	Unscored	0	0	55	64	68	71	56	56	38	41	55	55	34	34	35	35	16	34	15	42	60	60	65	71	64	70	50	54	39	51	0	0	33	48	35	39	43	49	40	46	45	45	Unscored	Unscored	31	34
19R459	483	2	Puyjalon	oui	M	2019	2016	45	49	32	40	49	58	37	37	48	51	73	73	54	63	37	37	64	73	69	69	42	42	42	54	64	64	0	0	42	45	57	66	43	43	53	65	73	73	46	46	68	71	56	80	38	41	52	55	34	34	35	41	37	43	39	48	78	78	59	71	0	0	50	54	39	39	42	48	33	54	39	39	43	43	46	46	0	0	37	46	31	37
19R567	484	2	Puyjalon	non	F	2019	#VALEUR!	25	45	40	52	49	55	28	37	51	51	49	49	54	54	37	46	64	73	63	69	42	48	42	42	64	70	36	39	45	45	57	66	43	46	53	62	79	79	46	46	71	71	56	62	38	41	49	55	28	34	35	38	34	43	15	39	60	75	65	80	64	64	50	54	39	51	42	42	33	33	35	35	49	49	40	46	45	45	37	40	31	37
19R568	485	2	Puyjalon	non	F	2019	#VALEUR!	25	41	32	40	55	55	28	37	51	51	43	73	54	63	37	46	73	73	69	69	42	48	42	54	67	70	36	36	42	45	60	69	46	49	53	62	73	73	46	64	71	71	56	56	38	38	52	55	28	34	35	41	34	37	39	42	75	78	80	80	61	64	50	56	39	39	42	51	33	33	37	37	49	49	46	46	45	51	37	46	34	34
19R569	486	2	Puyjalon	non	M	2019	#VALEUR!	25	25	40	52	52	55	28	37	51	51	43	73	54	63	46	46	64	64	69	69	42	48	42	42	64	64	36	39	45	45	66	69	43	49	56	68	79	79	46	46	68	71	62	62	38	38	49	55	34	34	35	38	43	43	39	39	60	78	71	80	64	67	50	50	39	39	42	45	33	57	35	35	49	49	40	46	36	45	37	40	31	37
19R571	487	2	Puyjalon	non	F	2019	#VALEUR!	25	25	44	52	49	55	28	43	48	51	49	73	54	63	46	46	73	73	69	69	42	42	42	42	64	64	21	39	42	45	60	66	43	46	62	65	79	79	55	64	68	71	62	74	38	38	52	55	28	34	41	41	16	43	39	39	60	60	80	80	64	64	50	54	39	39	36	51	48	54	35	37	49	49	46	46	30	45	37	37	31	37
19R572	488	2	Puyjalon	non	F	2019	#VALEUR!	45	45	40	52	52	55	28	37	51	51	73	73	63	63	37	46	73	73	69	69	42	42	42	54	64	67	36	39	42	45	60	66	43	46	49	53	64	73	46	46	71	71	56	62	38	38	52	55	34	34	35	35	37	43	42	42	0	0	59	80	58	58	50	50	39	39	42	42	33	54	37	37	49	49	46	46	30	45	37	46	37	37
19R573	489	1	Romaine	oui	M	2019	2017	45	45	52	52	52	52	40	40	57	57	49	73	63	66	46	46	73	73	69	69	42	42	42	54	64	64	0	0	45	45	0	0	43	46	59	77	49	73	0	0	68	71	56	62	38	38	49	55	34	37	35	44	37	40	39	42	60	78	0	0	64	67	50	50	39	39	36	42	33	66	33	35	49	49	40	46	45	45	37	37	34	37
19R630	490	1	Romaine	oui	M	2019	2017	25	45	36	52	49	52	28	40	51	57	49	70	42	63	46	46	73	73	60	69	42	45	42	42	64	64	36	39	42	45	66	69	46	46	56	65	55	73	55	64	68	68	56	62	38	38	55	55	34	37	35	44	16	37	39	42	60	78	65	68	67	67	54	58	39	39	42	51	33	33	35	35	43	49	46	46	30	30	37	46	34	37
19R631	491	2	Puyjalon	non	F	2019	#VALEUR!	25	45	32	36	55	55	28	40	45	51	49	58	51	54	37	46	0	0	69	72	42	42	42	54	64	64	21	39	42	45	66	66	46	49	62	62	70	79	46	46	68	77	56	56	38	41	49	55	34	37	35	44	37	43	42	45	0	0	71	71	0	0	50	56	39	39	36	42	33	33	37	37	49	49	40	46	45	45	37	46	31	34
19R633	492	1	Romaine	oui	M	2019	2017	45	45	44	52	49	49	40	40	51	57	43	58	66	66	37	46	73	73	69	69	42	45	42	54	64	70	21	33	45	45	60	60	46	46	53	56	64	64	43	58	68	71	59	62	38	38	49	58	28	34	35	35	34	37	42	42	60	78	59	65	61	67	50	56	39	48	42	51	54	66	35	39	43	49	46	46	45	45	37	37	31	34
19R634	493	2	Puyjalon	oui	F	2019	2017	45	45	32	40	52	55	37	40	48	51	43	73	54	63	37	37	64	73	69	69	42	42	42	60	64	64	36	36	42	45	60	69	49	49	53	62	64	64	64	64	71	71	56	62	38	41	52	55	34	34	41	41	34	34	42	42	75	78	56	65	58	61	50	54	39	39	42	42	33	48	35	37	43	49	40	46	45	45	37	37	31	31
19R637	494	2	Puyjalon	non	M	2019	#VALEUR!	25	41	32	32	52	55	28	37	48	51	49	73	54	54	46	49	73	73	69	72	42	48	54	54	64	64	21	36	42	42	60	60	43	43	53	53	64	73	55	64	68	71	56	62	38	41	55	55	34	34	35	41	16	34	39	39	60	78	65	80	58	70	50	56	39	39	42	42	33	33	37	37	43	49	40	46	45	45	37	46	31	34
19R720	495	1	Romaine	oui	F	2019	2017	25	45	40	52	49	52	28	28	57	57	49	73	54	63	46	49	73	73	69	69	42	42	42	42	64	64	36	36	42	45	57	60	46	49	65	77	73	73	46	58	68	68	56	59	38	38	52	58	28	34	35	35	16	37	42	42	60	78	68	80	58	70	56	56	39	39	42	48	57	66	35	39	43	52	40	46	45	45	37	40	31	31
19R721	496	2	Puyjalon	non	M	2019	#VALEUR!	45	45	36	52	49	55	28	40	45	51	73	73	57	63	37	46	64	73	69	69	42	42	42	54	64	67	36	39	42	45	0	0	43	46	62	62	64	64	46	55	68	71	56	62	38	38	49	55	28	34	35	35	34	43	42	42	0	0	59	71	64	64	50	54	39	39	42	42	33	33	35	37	43	49	40	46	45	45	37	40	34	37
19R723	497	2	Puyjalon	non	F	2019	#VALEUR!	25	37	40	52	55	55	28	43	51	51	43	58	57	57	37	37	73	73	69	69	42	42	42	42	64	64	21	36	45	45	60	60	43	49	53	53	64	73	46	55	68	71	56	83	38	38	55	55	34	34	35	35	43	43	42	42	60	60	56	59	58	58	50	54	39	39	42	51	33	63	37	39	43	49	46	46	30	45	37	40	31	34
19R724	498	2	Puyjalon	non	F	2019	2017	41	45	40	52	49	55	28	28	51	51	73	73	54	63	37	37	73	73	69	72	42	48	42	54	64	64	21	36	45	45	60	69	49	49	53	62	64	64	46	64	68	71	56	62	38	38	52	52	34	34	35	35	43	43	42	42	78	78	65	80	64	64	50	50	39	39	42	42	33	48	35	37	49	49	46	46	45	45	37	46	31	37
19R725	499	1	Romaine	oui	M	2019	2017	25	45	52	52	49	49	28	40	51	57	49	49	54	57	46	49	73	73	69	72	42	45	42	42	64	70	36	42	45	45	57	66	43	43	59	62	49	73	43	64	68	68	59	62	38	44	52	55	34	34	35	44	37	43	42	42	78	78	68	80	70	70	50	56	39	39	36	42	33	33	35	37	49	49	40	40	45	45	37	37	34	37
19R726	500	2	Puyjalon	non	F	2019	#VALEUR!	25	49	40	52	55	55	37	37	48	48	43	73	54	54	37	37	73	73	69	72	42	48	42	42	64	70	39	39	42	45	66	66	46	49	65	68	64	79	58	58	71	71	56	59	38	38	52	55	34	37	35	35	43	46	42	42	60	78	56	59	61	64	50	54	39	39	42	42	57	57	35	39	43	49	40	46	36	45	37	46	31	34
19R770	501	2	Puyjalon	non	F	2019	2017	25	49	32	32	49	55	28	40	48	51	73	73	54	57	46	46	73	73	69	69	42	48	54	54	64	64	39	39	45	45	66	66	43	49	53	53	64	64	55	64	68	71	68	83	38	38	52	55	28	34	35	41	31	37	39	42	60	78	80	83	64	64	50	50	39	39	36	42	48	57	35	37	49	49	46	46	30	30	37	40	37	37
19R771	502	2	Puyjalon	non	F	2019	#VALEUR!	37	41	36	52	49	55	28	40	45	48	49	49	54	63	37	46	67	73	69	72	42	42	Unscored	Unscored	64	64	21	36	0	0	60	69	43	49	53	62	0	0	46	67	68	71	56	62	38	38	55	55	28	34	41	41	43	43	15	42	60	60	59	80	58	64	50	50	39	39	0	0	33	57	39	39	43	49	40	46	30	45	37	40	31	37
19R772	503	2	Puyjalon	non	F	2019	#VALEUR!	25	49	36	52	55	55	28	43	51	54	58	73	51	63	46	49	73	73	69	72	42	48	42	60	64	70	36	36	42	45	69	69	43	49	53	53	73	73	46	64	68	71	56	56	38	41	49	49	28	34	35	35	43	43	42	42	60	78	56	56	58	64	50	50	39	39	51	57	33	33	35	37	43	49	40	46	36	45	37	40	31	37
19R774	504	2	Puyjalon	non	F	2019	2017	25	45	32	32	49	55	40	43	48	48	73	73	57	57	46	46	64	73	69	69	42	48	54	54	64	70	36	39	45	45	60	63	46	49	49	53	64	73	55	64	71	71	56	83	38	41	52	55	34	34	35	41	37	43	Unscored	Unscored	78	78	65	65	61	64	50	56	39	39	36	36	48	54	35	37	49	49	46	46	45	51	40	40	31	31
19R775	505	2	Puyjalon	non	F	2019	#VALEUR!	25	45	36	52	49	55	43	43	51	51	73	73	63	63	46	46	0	0	69	69	42	48	42	54	64	64	0	0	45	45	0	0	46	49	53	62	73	79	0	0	71	71	62	62	38	38	55	55	34	34	35	35	16	16	39	39	0	0	59	65	0	0	50	50	39	39	36	51	33	33	37	39	49	49	40	46	36	45	40	40	31	31
19R776	506	2	Puyjalon	non	M	2019	#VALEUR!	45	45	40	52	46	49	28	37	48	51	43	73	54	54	37	37	73	73	69	69	42	48	42	54	64	70	36	39	42	42	63	66	46	49	62	62	73	73	46	46	0	0	56	62	38	41	49	55	28	34	35	35	37	43	42	42	75	78	59	65	58	67	50	56	39	39	42	42	33	48	37	39	49	49	40	46	30	45	40	46	31	34
19R777	507	2	Puyjalon	non	M	2019	#VALEUR!	25	45	40	40	55	55	40	40	51	51	73	73	54	54	37	46	64	73	69	69	42	42	42	54	64	70	21	21	42	45	0	0	49	49	53	62	73	79	0	0	68	68	56	62	38	38	55	55	28	34	41	41	43	43	39	42	0	0	59	59	64	64	56	56	39	39	36	42	57	57	35	39	43	49	40	46	36	45	40	46	31	34
19R778	508	2	Puyjalon	non	F	2019	2017	25	45	52	52	49	52	28	43	51	51	43	43	54	63	37	37	73	76	69	69	42	48	42	42	70	70	36	36	45	45	0	0	43	46	53	56	73	79	46	64	68	71	56	83	38	38	49	52	34	34	35	35	43	43	42	42	60	78	59	80	64	64	50	54	39	51	42	42	33	33	37	39	49	49	40	46	45	45	46	46	37	37
19R779	509	2	Puyjalon	non	M	2019	#VALEUR!	41	45	40	52	52	55	28	40	51	51	73	73	63	66	37	46	73	73	69	69	48	48	42	42	64	64	36	36	42	45	57	63	49	49	53	62	64	79	46	55	68	71	56	62	38	38	49	55	34	34	35	41	34	37	39	42	60	78	56	65	61	64	50	50	39	39	42	42	33	33	35	35	49	49	40	46	45	45	37	40	31	37
19R781	510	1	Romaine	oui	M	2019	2017	45	49	52	56	52	52	40	40	57	57	43	73	54	63	46	49	73	73	60	69	42	42	42	54	64	64	21	36	45	45	60	69	43	46	59	77	73	79	58	58	68	68	56	56	38	38	52	55	28	34	35	35	37	40	39	42	60	60	80	80	67	67	50	50	39	39	36	42	66	69	35	35	49	49	40	46	45	45	37	37	31	37
19R785	511	2	Puyjalon	non	F	2019	#VALEUR!	25	37	36	40	52	55	28	40	51	51	49	73	54	63	37	46	73	73	69	69	42	42	42	42	64	64	21	36	45	45	60	60	49	49	53	53	64	73	0	0	68	71	62	65	38	38	52	55	28	34	35	41	16	43	42	42	60	60	56	59	58	64	50	50	39	39	42	57	33	57	35	37	43	49	46	46	45	45	37	37	31	31
19R786	512	2	Puyjalon	oui	F	2019	2017	25	45	40	52	55	55	28	40	51	51	43	49	54	54	46	49	73	73	69	69	0	0	42	54	64	64	36	39	45	45	66	69	49	49	62	68	64	79	55	64	68	71	56	59	38	41	52	55	28	34	35	35	37	43	42	42	60	60	59	59	67	67	54	54	39	39	45	51	33	66	37	37	49	49	40	46	30	45	37	37	31	37
19R787	513	2	Puyjalon	non	M	2019	#VALEUR!	25	45	40	44	49	55	37	37	48	51	43	49	54	54	46	46	73	73	69	69	42	42	42	60	64	64	36	39	42	45	60	66	43	46	53	62	64	79	55	64	68	71	56	62	38	41	49	55	34	34	35	35	34	43	39	45	60	60	59	65	64	64	50	54	39	39	36	42	33	57	35	37	49	49	40	46	45	45	37	46	34	34
19R788	514	2	Puyjalon	oui	F	2019	2017	49	65	32	40	49	55	28	37	51	54	49	70	42	54	37	46	64	73	69	72	42	48	42	54	64	64	36	39	45	45	0	0	43	46	53	53	73	79	43	46	71	71	56	62	38	41	49	52	34	34	35	41	34	37	Unscored	Unscored	0	0	59	71	64	64	50	50	39	48	36	42	33	57	35	39	43	49	46	46	36	51	37	40	31	34
19R789	515	2	Puyjalon	non	M	2019	#VALEUR!	25	45	32	36	49	55	28	37	51	57	49	58	54	57	46	46	64	73	69	69	42	42	54	60	64	64	36	36	45	45	60	63	43	49	53	62	64	79	46	46	71	71	56	56	38	38	55	55	28	34	35	41	31	43	42	42	78	81	59	80	58	64	50	50	39	39	51	57	33	57	35	37	43	49	40	46	30	45	37	40	31	37
19R792	516	2	Puyjalon	non	M	2019	#VALEUR!	25	45	36	52	55	55	37	37	51	51	49	73	63	63	37	37	73	73	69	69	42	48	42	54	64	64	36	36	45	45	57	69	49	49	53	62	73	79	46	64	68	77	56	83	38	41	52	55	34	34	35	41	16	43	39	42	78	78	59	71	64	64	50	54	39	39	42	51	33	54	35	39	49	49	40	40	30	30	40	46	31	34
19R793	517	1	Romaine	oui	M	2019	2017	45	45	44	56	52	52	40	40	57	57	73	73	51	66	37	49	73	73	60	69	42	42	42	54	64	64	36	42	45	45	66	69	43	43	59	59	49	79	43	55	71	71	56	56	38	38	52	55	28	34	35	35	34	37	39	39	60	78	68	71	58	64	50	50	39	48	36	42	66	66	33	35	49	49	40	40	45	45	37	37	31	37
19R794	518	2	Puyjalon	non	M	2019	2017	45	49	48	52	52	55	40	40	48	51	49	73	57	63	46	46	73	73	69	72	42	42	54	54	67	70	36	39	45	45	60	66	46	46	49	53	73	79	46	46	71	71	56	62	38	38	55	55	28	34	41	41	43	43	Unscored	Unscored	0	0	80	80	58	64	50	50	39	39	42	51	33	57	35	37	49	49	40	46	45	45	40	46	34	37
19R797	519	2	Puyjalon	non	M	2019	#VALEUR!	25	45	52	56	49	55	28	40	51	51	49	49	54	54	37	49	73	73	69	69	42	48	54	54	70	70	36	39	45	45	66	69	46	46	56	65	73	79	46	46	68	71	59	62	38	41	52	55	34	34	35	41	31	43	42	42	60	81	80	80	64	64	50	54	39	39	42	42	48	57	35	37	43	49	40	46	45	45	37	37	31	34
19R798	520	2	Puyjalon	oui	M	2019	2017	25	49	52	56	52	58	28	37	51	51	49	70	42	63	46	46	64	73	69	72	42	42	42	54	64	64	36	39	42	45	57	66	43	49	53	65	73	79	46	64	71	71	56	56	38	41	55	55	34	34	35	41	37	37	39	42	78	81	56	59	61	64	50	50	39	48	36	42	33	57	37	37	43	49	40	40	30	45	37	37	31	37
19R808	521	2	Puyjalon	oui	F	2019	2017	41	45	56	56	49	55	37	43	48	51	43	58	51	63	46	49	73	73	69	69	42	48	54	54	64	70	36	39	45	45	66	69	43	49	62	62	61	79	43	46	71	71	56	62	38	41	52	55	34	37	35	41	16	37	42	42	60	75	59	71	64	64	50	54	39	48	42	42	57	60	35	39	49	49	46	46	30	45	40	40	31	31
19R809	522	2	Puyjalon	non	M	2019	#VALEUR!	25	45	32	52	52	52	28	37	45	48	43	49	54	54	37	37	73	76	69	69	42	48	42	54	64	64	36	36	45	45	60	60	43	49	53	62	64	73	46	64	68	71	56	62	38	38	49	55	34	37	35	35	16	43	42	42	60	60	65	65	58	58	50	54	39	39	36	42	33	57	37	37	49	49	40	40	30	45	37	37	31	31
19R810	523	2	Puyjalon	non	M	2019	#VALEUR!	41	45	36	40	46	52	28	37	51	51	49	73	54	57	37	49	64	64	69	69	42	48	60	60	64	64	36	42	45	45	66	69	49	49	53	62	64	73	46	64	71	77	56	62	38	41	52	52	34	34	35	38	43	43	42	42	78	78	65	80	64	67	50	50	39	39	42	51	33	48	35	37	43	49	40	46	45	45	37	46	31	31
19R811	524	2	Puyjalon	non	F	2019	#VALEUR!	25	37	32	40	55	55	28	40	51	51	43	73	54	54	46	46	73	73	69	72	42	42	42	42	64	67	21	39	45	45	60	69	43	49	62	68	73	73	46	55	68	77	56	62	38	41	49	52	28	34	35	38	43	43	39	39	60	78	80	80	64	64	50	54	39	51	42	42	33	33	37	37	49	49	46	46	30	45	37	40	31	31
19R813	525	2	Puyjalon	non	M	2019	#VALEUR!	45	49	40	52	52	55	28	40	48	51	58	73	63	63	46	46	73	73	69	72	42	42	42	54	64	64	36	36	45	45	60	69	43	46	53	53	73	79	46	55	68	71	56	83	38	38	49	55	34	34	35	35	34	43	39	42	78	78	59	71	58	64	50	50	39	39	51	51	33	33	37	39	49	49	46	46	30	45	37	40	34	37
19R815	526	2	Puyjalon	non	M	2019	#VALEUR!	37	37	32	32	49	58	37	40	51	51	49	73	54	54	37	46	73	73	69	69	42	42	54	60	64	64	36	39	42	42	57	66	46	49	53	65	61	64	46	46	68	71	65	65	38	38	55	55	28	34	41	44	43	43	Unscored	Unscored	60	81	59	80	64	64	50	50	39	39	36	48	33	33	35	39	49	49	40	46	30	51	37	40	31	31
19R817	527	2	Puyjalon	non	M	2019	#VALEUR!	25	45	36	52	55	55	37	40	48	51	58	73	54	63	37	37	73	73	69	72	42	48	42	42	64	64	36	39	45	45	60	66	49	49	53	62	73	73	46	46	71	71	62	62	38	38	55	55	34	34	35	35	34	43	39	42	78	78	65	65	61	61	50	54	39	39	48	51	33	33	37	39	49	49	40	46	30	30	40	46	31	34
19R819	528	2	Puyjalon	non	F	2019	#VALEUR!	45	49	40	52	49	55	28	28	45	51	49	49	54	57	37	46	73	73	69	69	42	42	54	60	64	67	36	39	45	45	60	66	43	43	53	53	64	73	46	46	68	71	62	62	38	38	55	55	34	37	35	35	37	43	39	45	60	78	71	83	64	64	50	50	39	39	36	51	57	57	37	37	49	49	40	40	45	45	40	46	31	34
19R821	529	1	Romaine	non	M	2019	#VALEUR!	45	49	40	44	49	52	37	40	51	57	43	73	54	63	46	46	73	73	69	69	45	48	42	42	64	70	21	42	45	45	60	66	43	46	59	74	64	79	46	58	68	68	56	62	38	38	52	55	28	28	35	44	31	37	39	42	60	78	80	80	64	64	50	50	39	39	36	36	57	60	35	35	49	49	46	46	36	45	37	37	34	37
19R823	530	2	Puyjalon	oui	M	2019	2017	45	45	32	40	49	49	28	28	51	51	49	49	54	57	37	46	73	73	63	69	42	42	42	54	67	70	36	36	45	45	57	60	43	46	53	53	73	73	55	64	68	71	56	62	38	38	55	55	34	34	38	41	34	43	42	42	78	78	59	59	67	67	54	56	48	48	36	42	33	33	35	39	43	49	40	46	45	51	37	40	34	37
19R826	531	1	Romaine	oui	F	2019	2017	45	49	36	40	49	49	40	40	51	51	49	73	63	66	46	46	73	73	69	72	42	42	42	54	64	70	21	42	45	45	60	66	46	46	56	56	55	64	46	64	68	68	56	59	38	38	55	55	28	37	44	44	37	43	39	42	60	60	80	83	64	67	50	50	39	39	51	51	33	33	35	35	43	49	46	46	45	45	37	37	31	37
19R829	532	1	Romaine	non	M	2019	#VALEUR!	25	45	44	52	46	52	40	40	51	57	58	73	63	66	46	46	73	73	69	72	42	42	42	48	64	64	36	36	45	45	0	0	46	46	65	77	67	73	55	67	68	71	56	68	38	38	49	55	34	34	35	35	16	37	42	42	60	78	68	68	64	64	54	56	39	48	36	36	33	54	35	35	49	49	40	46	36	45	37	37	31	34
19R832	533	1	Romaine	non	F	2019	#VALEUR!	25	49	52	52	49	52	40	40	51	57	43	73	54	63	46	46	64	73	69	72	45	45	42	42	64	64	21	21	45	45	60	60	46	46	59	65	79	79	43	55	68	71	56	74	38	44	52	55	28	37	35	35	34	34	39	42	60	60	59	68	58	61	50	54	39	39	36	36	48	60	35	35	49	49	40	46	45	45	40	40	31	31
19R835	534	2	Puyjalon	non	F	2019	#VALEUR!	25	45	36	48	49	55	37	43	48	51	43	73	63	63	37	37	73	73	63	69	42	42	54	54	64	64	36	36	42	42	60	60	43	49	53	53	64	73	46	58	71	71	56	83	38	41	55	55	34	34	35	35	46	46	39	42	60	78	56	80	64	64	50	50	39	39	36	42	33	33	37	39	49	49	46	46	45	45	37	46	31	34
19R838	535	2	Puyjalon	oui	F	2019	2017	45	45	32	40	49	55	28	40	51	51	43	58	54	57	37	49	0	0	69	72	42	42	54	60	64	70	0	0	42	42	63	63	43	43	62	62	61	79	46	64	68	71	56	62	38	38	52	55	34	34	35	35	16	43	42	42	75	78	0	0	64	64	50	54	48	48	36	42	33	54	35	39	43	49	40	46	45	51	40	40	31	31
19R843	536	2	Puyjalon	non	F	2019	2016	25	45	40	52	55	55	37	40	51	51	58	73	63	63	46	46	64	73	69	72	48	48	54	54	64	64	36	39	42	45	60	66	43	49	65	65	73	73	55	64	71	71	56	62	38	38	49	55	34	34	35	41	34	43	42	42	60	60	59	80	64	64	50	50	39	39	42	48	33	33	39	39	49	49	46	46	36	45	37	40	31	37
19R844	537	2	Puyjalon	non	F	2019	#VALEUR!	25	45	52	52	49	52	37	43	48	51	49	58	54	57	37	46	64	73	69	69	42	42	42	54	64	67	0	0	42	42	60	66	43	46	53	65	73	79	46	46	68	68	59	62	38	38	52	55	34	34	35	41	43	43	39	42	0	0	56	80	61	61	50	56	39	39	36	42	33	57	35	39	49	49	46	46	30	51	37	37	31	34
19R846	538	2	Puyjalon	non	F	2019	#VALEUR!	25	37	40	52	46	52	37	40	48	51	73	73	54	54	37	46	64	73	63	69	42	48	54	60	64	70	21	39	45	45	60	69	43	43	53	62	64	79	55	58	68	77	56	56	38	38	55	55	28	34	35	35	43	46	39	42	78	78	59	80	61	64	50	50	39	39	42	51	48	66	35	37	49	49	40	40	45	45	37	37	31	31
19R847	539	2	Puyjalon	non	F	2019	2017	37	45	36	52	49	52	37	40	51	51	73	73	63	63	37	46	0	0	69	69	42	48	42	54	64	64	0	0	45	45	69	69	43	49	62	62	64	64	46	58	68	71	62	62	38	38	49	55	28	34	35	41	16	43	39	42	60	75	80	80	0	0	54	54	39	39	36	51	54	54	37	39	49	49	40	46	30	45	40	40	31	37
19R848	540	2	Puyjalon	non	F	2019	#VALEUR!	45	45	36	52	49	55	37	40	48	51	58	73	54	63	37	37	73	73	69	69	42	48	54	54	64	67	0	0	42	45	60	60	49	49	53	53	73	73	46	64	68	71	59	62	38	38	55	55	34	34	35	35	34	43	39	42	0	0	65	65	61	61	54	54	39	39	42	51	33	33	37	39	49	49	40	46	30	45	37	40	31	34
19R849	541	1	Romaine	non	M	2019	#VALEUR!	25	49	36	52	52	52	40	40	57	57	43	73	54	63	46	46	73	73	69	69	42	45	42	42	64	70	39	39	42	45	66	66	43	46	65	65	67	73	55	55	68	68	56	56	38	38	52	55	34	34	35	44	37	43	39	42	60	60	65	68	64	67	56	56	39	39	42	57	33	33	35	35	43	43	46	46	45	45	37	46	37	37
19R850	542	2	Puyjalon	non	F	2019	#VALEUR!	37	45	32	32	49	55	28	28	48	51	73	73	54	57	46	46	73	73	69	72	42	48	42	54	64	70	21	39	45	45	60	63	43	49	53	68	64	73	46	64	71	71	62	83	38	38	52	55	28	34	35	41	37	43	Unscored	Unscored	60	78	0	0	64	64	50	50	39	39	36	42	48	66	37	39	49	49	40	46	30	45	37	40	31	37
19R851	543	2	Puyjalon	non	M	2019	2017	37	41	52	52	52	55	28	28	45	48	73	73	63	63	37	46	73	73	69	69	42	42	54	54	64	64	36	36	42	45	57	60	43	49	62	62	64	73	46	64	71	71	56	56	38	41	49	49	34	34	35	35	16	43	39	42	78	81	65	71	64	70	50	50	39	39	36	42	33	33	35	37	49	49	40	46	45	45	37	40	34	34
19R852	544	1	Romaine	non	F	2019	#VALEUR!	45	45	36	44	46	55	28	28	48	51	43	73	51	54	46	46	64	73	72	72	42	42	42	42	64	70	39	39	42	45	66	66	46	46	77	77	73	73	55	64	68	71	56	80	38	38	55	58	28	34	35	35	16	34	42	42	78	81	65	80	67	70	50	54	39	48	36	57	48	66	35	37	43	49	46	46	36	45	37	37	31	34
19R861	545	1	Romaine	non	M	2019	#VALEUR!	25	45	36	52	49	52	40	40	57	57	43	73	51	51	49	49	64	73	69	72	42	45	42	60	64	64	21	39	42	45	60	66	46	46	53	65	73	73	55	64	71	71	56	62	38	38	49	52	28	34	35	35	16	34	42	42	78	78	68	68	61	64	50	50	39	39	36	51	66	66	35	37	43	43	40	46	45	45	37	37	31	37
19R862	546	1	Romaine	non	F	2019	2017	45	45	52	52	52	52	40	40	51	57	70	73	63	66	37	46	64	73	69	69	42	42	42	42	64	64	36	39	45	45	69	69	46	46	53	77	73	73	55	58	68	77	56	62	38	38	49	52	28	34	35	44	34	37	39	42	60	78	68	68	67	67	54	58	39	39	36	42	66	66	35	35	43	43	40	40	45	45	40	40	31	37
