Ne																																																																																		
npops = 14																																																																																		
nloci = 41																																																																																		
																																																																																		
	NGS-SSsp2210		NGS-SsaD486		Ssa-1.7		Ssa-10.1		Ssa-10.2		Ssa-11.2		Ssa-11.3		Ssa-11.5		Ssa-11.8		Ssa-12.5		Ssa-13.8		Ssa-14.2		Ssa-14.3		Ssa-14.5		Ssa-14.6		Ssa-14.8		Ssa-15.1		Ssa-15.3		Ssa-15.7		Ssa-17.1		Ssa-18.7		Ssa-19.1		Ssa-19.2		Ssa-19.3		Ssa-2.1		Ssa-2.2		Ssa-2.7		Ssa-20.2		Ssa-21.2		Ssa-22.2		Ssa-22.9		Ssa-22.d31		Ssa-25.11		Ssa-25.2		Ssa-26.1		Ssa-4.d44		Ssa-5.2		Ssa-6.2		Ssa-7.12		Ssa-9.3		Ssa-9.8	
20R645	25	65	40	52	49	55	28	37	51	54	58	73	54	63	37	46	64	73	69	69	48	48	42	60	64	64	39	39	45	45	66	69	49	49	53	62	73	79	43	46	68	71	56	62	38	41	52	55	34	34	35	35	43	43	42	42	78	78	80	80	64	64	50	50	39	51	42	48	54	57	35	35	49	49	46	46	45	45	37	37	34	37
20R653	45	45	32	36	49	55	28	37	51	51	73	73	54	63	37	37	73	73	69	69	42	42	54	54	64	64	36	39	42	45	60	66	43	49	62	62	61	79	46	46	68	71	56	83	38	38	52	55	34	37	35	41	16	43	39	42	60	78	56	59	61	67	50	56	39	39	36	57	54	57	37	37	49	49	40	46	30	30	37	37	31	34
20R657	25	25	32	40	55	55	28	40	48	48	73	73	57	57	46	46	64	73	69	69	42	48	54	54	64	70	?	?	45	45	60	63	46	46	53	53	73	73	55	64	68	71	56	83	38	41	52	55	28	34	35	35	43	43	39	45	75	78	80	83	64	67	50	56	39	39	36	42	48	54	35	37	49	49	46	46	30	51	40	40	31	37
20R661	?	?	36	40	52	52	37	43	51	51	58	73	51	63	37	49	73	73	69	69	42	42	42	54	64	70	36	39	42	45	57	63	43	43	53	62	73	79	46	64	71	71	56	56	38	41	52	55	34	34	35	35	43	43	39	39	75	78	80	80	64	64	54	56	39	39	42	51	33	57	39	39	49	49	40	46	30	45	37	40	31	31
20R681	25	37	32	40	49	52	37	37	48	51	49	73	54	57	37	37	73	73	63	69	42	48	54	60	64	64	36	36	42	45	60	63	43	46	53	53	64	79	58	64	68	71	56	56	41	41	49	55	34	34	35	41	34	37	42	42	75	78	65	65	?	?	50	50	39	39	42	42	57	57	35	35	49	49	40	40	45	45	37	40	34	34
20R685	45	49	32	40	49	55	40	43	48	51	58	73	51	57	46	46	73	73	69	72	42	48	42	54	64	70	36	39	42	45	60	63	43	49	53	56	64	79	55	55	68	71	62	83	38	38	55	55	34	34	35	35	16	37	42	42	78	78	80	83	64	64	50	50	39	39	36	42	48	57	35	39	49	49	40	46	30	45	37	46	31	37
20R689	45	65	36	36	49	55	37	40	51	51	58	73	51	54	37	37	73	73	69	69	42	42	42	54	64	64	36	36	45	45	57	69	43	46	53	62	73	79	46	64	71	71	56	62	38	38	49	55	28	34	35	35	37	43	39	42	78	78	71	80	64	64	50	56	39	39	36	51	57	57	35	37	49	49	40	40	36	45	37	40	31	34
20R734	25	45	36	40	46	52	28	40	51	51	73	73	54	63	37	46	64	73	69	69	42	42	54	60	64	70	36	39	45	45	63	69	49	49	53	53	73	79	46	58	68	71	56	62	38	41	52	55	34	34	35	35	43	46	39	39	60	78	56	83	61	64	50	56	39	51	36	36	33	48	37	37	49	49	40	46	45	45	37	37	31	37
20R735	25	45	36	36	49	55	37	37	51	51	58	73	54	63	37	46	64	73	69	69	42	48	42	54	64	70	36	39	42	45	66	69	43	46	49	62	73	79	46	46	71	77	56	83	38	41	52	55	34	34	35	41	43	43	42	42	60	78	56	80	61	64	50	50	39	39	36	57	54	57	35	37	49	49	40	46	30	45	37	46	31	31
20R739	25	37	40	52	46	55	28	43	51	51	73	73	54	63	46	46	73	73	63	72	48	48	48	60	64	70	39	39	42	45	66	66	43	49	53	62	64	73	55	64	71	77	56	83	38	38	52	55	28	34	35	38	43	43	42	42	?	?	80	80	64	64	50	50	39	39	42	42	33	66	35	37	49	49	40	40	36	45	37	46	31	34
20R740	25	25	32	40	52	55	40	43	51	51	49	73	54	63	37	37	73	73	69	69	42	42	42	54	64	70	36	42	42	45	60	66	46	46	65	65	67	79	46	58	68	71	62	83	38	38	52	55	34	34	38	44	43	46	39	42	63	78	56	80	61	64	50	50	39	39	42	51	33	33	35	37	49	49	46	46	45	45	37	37	31	34
20R741	25	37	40	52	49	55	28	37	48	51	43	73	54	63	37	49	73	73	69	69	42	42	42	54	67	70	36	39	42	42	60	66	43	49	62	68	73	73	46	46	68	68	56	59	38	38	55	55	34	34	35	35	37	43	39	42	60	81	56	71	61	64	50	54	39	51	36	42	33	66	37	37	49	49	46	46	45	45	37	40	31	31
20R743	25	45	32	36	49	52	28	28	48	54	43	73	57	63	46	46	73	73	69	69	42	48	48	54	64	70	36	39	42	45	60	63	43	49	53	62	64	64	55	55	71	71	62	83	38	38	52	55	28	34	35	35	43	43	42	42	78	81	65	80	64	64	50	56	39	39	42	57	48	54	37	39	43	49	40	46	30	45	37	40	37	37
20R754	25	45	32	40	52	52	37	40	48	51	58	58	54	63	46	46	73	73	69	69	42	42	42	54	64	67	36	39	42	42	60	66	43	43	53	56	73	79	46	58	71	71	56	59	38	41	55	55	34	34	35	41	16	43	42	42	60	75	59	80	61	64	50	50	39	39	36	42	54	57	37	37	49	49	46	46	30	45	37	46	31	34
20R755	25	25	40	56	46	49	28	37	48	51	58	70	54	63	37	46	64	73	60	69	42	48	42	54	67	70	36	42	42	42	60	66	46	46	53	65	73	79	46	64	68	71	56	65	38	38	55	55	31	34	38	41	34	43	39	42	60	60	59	65	64	67	56	56	39	39	42	51	33	57	35	39	43	49	40	46	45	45	37	46	34	37
20R758	37	37	36	40	55	55	28	37	51	51	49	73	54	54	46	49	64	73	?	?	42	42	42	42	67	70	39	39	42	45	66	69	43	43	62	68	73	79	46	55	68	77	56	56	38	41	49	55	28	34	35	38	43	43	39	39	60	78	80	80	64	64	50	54	39	51	36	42	54	66	37	37	49	49	40	46	30	45	37	37	31	37
20R759	25	25	40	52	49	52	28	40	51	51	49	73	54	63	37	46	64	73	69	69	42	42	42	42	64	64	36	36	45	45	57	69	43	49	53	65	64	73	46	46	68	71	56	62	38	38	52	55	34	34	35	35	34	43	39	42	60	60	59	65	64	64	50	50	39	39	36	51	33	33	35	37	49	49	40	46	30	36	37	37	34	37
20R762	25	49	40	40	49	52	28	40	45	54	49	58	51	54	37	49	73	73	69	69	48	48	42	54	64	64	36	39	42	45	60	66	43	49	53	53	64	73	46	64	68	71	56	62	38	38	49	55	28	34	35	41	31	31	39	42	78	78	80	80	64	64	50	50	39	51	36	42	57	57	35	37	43	49	40	46	45	45	37	37	31	37
20R774	25	25	40	40	49	49	37	37	48	51	49	73	54	63	46	46	64	73	69	72	42	42	42	42	64	70	39	39	45	45	63	66	43	49	65	68	64	73	46	46	68	71	62	83	38	38	55	55	34	34	35	41	31	34	45	45	60	78	80	80	64	64	50	54	39	39	36	51	54	57	35	35	43	49	40	46	45	45	40	46	34	37
20R778	45	49	32	56	52	55	40	43	51	51	43	49	54	63	37	46	73	73	69	72	42	42	42	54	64	64	36	39	45	45	60	66	46	46	53	65	64	67	46	46	68	71	56	62	38	38	49	49	28	28	35	35	37	43	39	45	63	78	59	65	58	64	54	56	39	39	42	51	33	33	35	37	49	49	40	46	45	45	37	40	31	34
20R790	25	45	32	40	49	55	28	40	45	48	43	73	57	63	37	46	64	64	69	69	42	48	54	54	64	64	36	39	45	45	60	66	46	49	53	53	64	73	55	64	71	71	56	83	38	38	52	55	28	34	35	35	43	43	39	45	75	78	65	65	61	64	50	56	39	39	36	42	54	63	35	37	49	49	46	46	45	45	40	40	31	37
20R794	37	49	40	40	49	49	37	40	51	51	49	49	54	54	37	49	64	73	?	?	42	48	42	54	64	67	39	39	45	45	66	69	43	49	62	65	64	79	46	46	71	71	56	56	38	41	49	49	28	34	35	38	31	43	39	39	78	78	80	80	64	64	50	54	39	39	36	42	54	57	35	37	49	49	40	46	30	45	37	37	34	37
20R806	25	25	40	52	49	55	37	43	48	51	49	73	54	57	37	46	73	73	69	69	48	48	42	54	64	70	36	39	45	45	57	63	46	49	53	62	73	73	55	58	71	77	62	83	38	38	52	55	28	37	35	35	43	46	42	42	75	78	65	83	64	67	50	58	39	39	36	36	48	57	35	37	49	49	40	46	30	30	37	37	37	37
20R814	45	45	32	40	52	55	37	37	48	48	49	49	54	54	49	49	73	73	69	69	42	48	54	54	64	64	36	39	45	45	60	66	43	49	53	53	64	73	46	55	71	71	56	86	38	38	55	55	28	34	35	41	37	43	42	45	78	78	65	65	61	67	50	50	39	39	42	42	33	33	37	39	49	49	40	46	30	45	40	46	31	34
20R821	25	25	32	32	49	49	28	37	51	51	49	49	54	54	37	37	64	64	69	69	42	42	42	54	64	64	36	39	42	45	60	66	43	49	65	68	64	73	46	46	68	71	56	83	38	38	49	55	28	34	35	35	16	34	45	45	60	78	80	80	64	64	50	50	39	39	36	45	33	33	35	35	49	49	40	40	30	45	40	40	31	37
20R824	25	37	40	52	52	55	28	37	51	51	49	73	54	63	37	37	73	73	69	72	42	42	42	42	64	70	36	39	42	45	57	66	43	43	62	68	64	73	46	46	68	71	56	62	38	38	49	55	34	34	35	41	34	43	42	42	60	78	71	80	64	64	50	54	39	39	42	42	33	33	37	37	43	49	40	46	45	45	40	40	37	37
20R825	25	25	40	52	49	55	28	28	45	45	43	58	54	54	37	46	64	73	69	69	42	42	54	54	64	70	36	39	45	45	60	69	46	49	53	65	73	79	46	64	68	71	56	56	38	41	52	55	28	34	35	41	34	46	39	42	78	78	59	59	61	61	50	54	39	39	36	42	33	33	37	37	49	49	40	46	30	45	37	37	34	34
20R828	45	49	40	52	49	49	37	37	51	51	49	73	54	63	37	46	64	73	69	69	42	48	54	54	64	64	36	36	42	45	60	63	43	49	62	62	79	79	46	46	68	71	56	56	38	41	55	55	28	34	35	38	34	43	39	39	78	78	71	80	64	67	50	54	39	39	42	42	33	54	37	37	49	49	46	46	30	45	40	46	31	31
20R829	25	45	40	40	49	55	28	28	45	48	73	73	57	63	37	46	73	73	69	69	42	48	54	60	64	70	39	42	45	45	63	66	49	49	53	53	64	64	46	55	71	71	83	83	38	38	52	55	34	34	35	35	37	43	42	45	60	78	71	83	64	64	50	50	39	39	36	51	33	48	35	39	49	49	46	46	30	45	37	37	34	37
20R835	41	49	40	40	49	55	28	28	51	54	49	49	54	57	37	37	64	73	69	72	42	42	42	42	64	64	36	36	45	45	69	69	43	43	53	62	73	79	46	46	68	71	56	62	38	38	55	55	28	34	35	35	43	43	42	42	78	78	59	80	61	64	50	56	39	39	42	51	33	57	35	39	49	49	40	46	30	45	37	37	34	37
20R839	37	45	36	52	52	52	28	43	51	54	43	43	54	63	37	46	73	76	69	69	42	42	42	48	64	64	36	39	42	45	60	66	46	49	53	53	67	73	46	55	71	71	56	62	38	38	52	55	34	34	35	35	43	43	42	42	60	81	71	71	64	64	50	54	39	39	42	51	33	54	39	39	43	43	40	40	45	45	40	40	31	37
20R840	25	45	32	40	55	55	40	40	51	51	58	73	54	54	37	46	73	73	69	72	42	42	54	54	64	70	36	39	42	45	60	63	43	49	53	62	73	79	46	55	71	71	62	83	38	38	55	55	28	34	35	35	43	46	39	42	60	60	56	80	61	64	54	54	39	39	36	42	33	48	37	37	49	49	40	46	30	45	37	37	31	31
20R851	37	37	32	36	55	55	28	40	51	51	43	49	63	63	46	49	64	73	?	?	42	48	42	54	64	67	39	39	45	45	66	69	43	49	62	62	64	73	46	55	68	77	56	62	38	41	55	55	28	34	35	38	16	43	39	42	78	81	56	80	58	64	50	56	39	39	?	?	54	54	37	39	49	49	40	46	45	45	37	40	31	37
20R855	45	49	40	52	49	55	37	40	51	51	70	73	54	54	37	46	64	73	69	69	42	48	42	60	64	64	21	39	45	45	60	66	46	49	53	68	64	79	46	46	68	71	59	86	38	38	52	52	34	34	35	35	37	37	39	42	78	78	59	71	64	64	50	54	39	48	36	42	33	57	37	37	43	49	46	46	30	45	37	37	31	31
20R856	25	37	32	52	55	55	43	43	48	51	43	49	57	63	37	37	64	64	69	69	42	48	42	54	64	64	39	39	42	45	66	66	46	49	53	65	64	79	55	64	68	68	59	83	38	41	52	55	28	34	35	41	16	43	39	42	78	78	65	80	64	64	50	56	39	39	42	51	33	63	35	37	49	49	46	46	30	45	37	37	31	37
20R861	37	37	44	52	49	55	28	43	51	51	43	49	57	63	46	49	64	73	69	69	42	48	42	54	64	67	36	36	42	42	60	63	46	49	62	65	73	79	46	64	68	68	59	59	38	41	55	55	34	34	35	35	43	43	39	42	75	78	56	80	58	61	54	54	39	39	36	42	33	54	35	39	49	49	40	46	30	51	37	46	31	34
20R870	?	?	32	40	49	55	28	40	45	51	58	73	54	63	37	49	64	64	?	?	42	48	42	42	64	64	21	39	45	45	60	66	46	49	53	62	64	79	46	55	68	71	56	56	38	41	49	52	34	34	35	41	37	43	42	45	78	78	65	68	58	67	50	56	39	39	36	36	48	60	37	37	49	49	46	46	30	51	40	40	31	37
20R871	25	45	36	40	46	55	28	37	48	51	49	49	54	54	37	49	73	73	69	72	48	48	42	54	64	70	39	39	42	45	66	66	43	49	53	68	64	73	46	67	68	71	56	86	38	38	52	55	34	37	35	35	43	43	39	42	60	60	80	80	58	64	50	50	39	39	42	42	33	33	37	37	43	49	40	46	30	45	40	40	34	37
20R873	25	25	40	40	49	52	28	28	51	51	49	49	54	63	37	37	67	73	69	69	48	48	42	54	64	64	39	39	42	45	66	66	43	49	53	65	64	73	46	64	68	71	56	56	38	38	49	55	28	34	35	35	31	37	39	45	60	78	80	80	64	64	50	50	39	39	51	51	57	57	37	39	49	49	40	40	45	45	37	40	31	34
20R874	?	?	40	52	49	49	28	28	45	54	58	58	54	57	46	49	73	73	69	72	42	48	54	60	64	67	36	36	45	45	60	60	43	49	53	62	64	79	46	46	68	71	62	83	38	38	52	55	28	34	35	35	43	43	39	42	78	81	59	71	58	64	50	54	39	39	?	?	54	57	37	37	43	49	46	46	45	51	37	40	34	34
20R875	25	37	40	40	52	55	28	37	45	51	49	58	54	57	37	46	73	73	69	69	42	42	42	42	64	64	36	36	42	42	60	66	43	46	53	65	64	73	64	64	71	71	56	62	38	38	52	52	28	34	35	41	43	43	42	42	60	78	80	80	64	64	50	50	39	48	36	51	33	57	39	39	43	49	40	46	36	45	40	46	28	34
20R876	25	25	36	52	49	52	28	37	45	48	43	73	54	54	37	46	64	73	69	69	42	42	54	54	70	70	39	39	42	45	63	69	46	46	65	65	79	79	58	58	68	68	56	62	38	38	55	55	28	34	35	35	46	46	39	39	78	78	56	59	61	64	50	54	39	39	42	42	33	48	35	37	49	49	46	46	45	45	37	37	31	31
20R888	25	45	36	40	49	55	28	37	51	51	73	73	63	63	37	46	73	73	69	72	42	42	42	54	64	64	36	39	42	45	60	66	46	49	49	62	73	73	46	46	71	77	83	83	38	38	52	55	34	34	35	35	34	43	42	45	60	78	59	71	64	64	50	54	39	39	51	57	54	54	35	37	43	49	40	46	30	45	40	46	31	37
20R894	25	45	32	40	49	55	37	37	48	51	43	49	54	54	37	37	64	73	72	72	42	42	42	60	64	64	39	39	42	45	63	66	49	49	62	65	73	73	46	64	71	71	62	62	38	38	55	55	34	34	35	38	16	43	42	45	60	75	80	80	64	64	50	54	39	39	45	51	33	33	35	37	49	49	40	46	45	45	40	40	31	37
20R941	25	45	32	52	55	55	28	40	51	51	49	58	54	57	37	46	64	64	69	69	42	42	42	42	64	70	36	36	45	45	57	69	46	49	53	62	73	73	46	64	71	71	56	56	38	38	52	55	34	34	38	41	31	43	39	39	60	78	71	80	64	64	50	54	39	48	42	42	33	33	35	37	49	49	40	46	45	45	40	40	31	37
20R942	25	49	32	40	49	55	37	40	51	57	43	73	54	54	37	46	73	73	69	69	42	42	54	60	64	64	21	36	42	45	57	60	46	46	53	77	73	79	46	64	71	71	59	62	38	38	52	55	28	34	35	35	34	43	42	48	75	78	65	80	64	70	50	58	39	48	42	57	33	69	35	37	49	49	40	46	36	45	37	37	31	40
20R950	25	37	40	40	52	55	40	43	51	51	49	58	54	54	46	46	73	73	69	69	42	42	42	42	64	64	39	39	45	45	66	66	43	43	53	53	73	73	46	55	68	77	56	62	38	41	49	55	28	34	35	35	34	34	42	45	75	78	68	80	64	64	50	50	39	39	42	51	33	57	35	39	49	49	40	46	30	45	37	40	31	37
20R960	45	49	52	52	55	55	37	40	51	51	43	73	54	54	46	46	73	73	69	69	42	48	42	60	64	70	21	39	42	45	60	66	43	46	53	62	73	79	55	58	71	71	59	62	38	41	49	52	28	34	35	35	43	46	39	42	60	78	59	80	58	64	50	50	39	39	42	42	57	66	35	37	43	49	40	40	30	45	37	46	31	34
20R029	45	45	40	52	52	52	28	37	45	51	73	73	54	63	37	37	64	73	69	69	42	48	42	54	64	64	36	42	45	45	66	69	43	49	53	62	64	64	46	58	68	71	56	56	41	41	52	52	28	34	35	35	43	43	42	42	75	78	80	80	64	64	50	54	39	39	42	51	48	54	35	37	43	49	40	46	45	45	37	40	34	37
20R826	25	37	32	40	52	55	28	37	48	51	58	73	54	63	37	49	73	73	69	69	42	48	42	42	64	67	36	36	45	45	57	57	46	49	62	65	73	73	46	64	71	77	59	62	38	38	52	55	34	34	35	35	43	43	42	42	78	81	56	80	61	64	50	54	39	48	36	51	33	57	39	39	49	49	46	46	45	51	37	46	31	34
20R827	25	25	36	40	55	55	28	28	51	51	43	73	54	63	49	49	64	73	69	69	42	48	42	54	64	70	36	39	45	45	66	69	49	49	53	62	64	73	46	64	68	71	56	62	38	38	52	55	28	34	35	35	34	37	42	42	60	75	65	65	64	64	50	50	39	39	36	51	33	48	37	37	49	49	40	46	45	45	40	46	31	31
20R848	37	45	32	52	55	55	28	40	45	45	49	73	54	63	37	49	64	73	72	72	42	42	42	54	64	64	21	36	42	45	60	60	46	49	53	62	64	73	46	46	71	71	56	83	38	41	52	55	28	28	41	41	16	43	39	42	75	78	59	80	58	67	50	56	39	39	36	42	33	33	37	39	49	49	40	46	45	51	37	46	31	34
20R852	25	45	36	52	55	55	28	43	51	51	43	49	54	57	37	46	73	73	69	69	42	42	42	54	64	67	36	36	42	45	60	69	49	49	53	62	73	79	46	55	71	71	56	83	38	38	55	55	34	34	35	35	16	43	42	42	60	60	65	71	58	64	54	54	39	39	51	57	57	63	37	39	43	49	46	46	45	45	37	37	34	37
20R880	45	45	40	56	49	52	28	40	45	51	58	58	51	63	37	46	64	73	69	69	42	42	42	42	64	64	39	39	45	45	66	66	46	49	62	65	67	79	46	55	68	71	56	83	38	41	52	52	34	34	35	35	37	43	45	45	60	78	59	65	64	67	50	56	39	39	36	36	48	60	37	37	49	49	40	40	30	51	37	40	31	31
20R887	25	37	32	36	49	52	28	40	48	51	49	73	54	63	46	49	64	73	69	69	42	42	42	54	64	64	36	39	42	45	60	66	43	49	49	62	73	73	46	55	71	71	56	56	41	41	52	55	28	28	35	38	34	43	39	39	60	78	80	80	64	64	54	54	39	39	42	51	33	54	37	37	43	49	46	46	30	45	37	37	31	31
20R889	25	45	32	40	49	49	28	37	51	54	49	49	54	54	37	49	73	73	69	69	42	48	42	54	64	70	39	39	42	45	66	66	49	49	62	65	64	73	46	46	68	71	56	62	38	38	49	55	34	34	35	41	16	31	39	39	60	78	65	80	64	64	50	50	39	39	42	51	33	57	35	35	49	49	40	40	36	45	37	46	34	34
20R896	41	45	32	44	52	52	37	40	51	51	73	73	54	63	37	46	73	73	69	69	42	42	42	54	64	64	36	36	45	45	60	60	43	46	49	53	64	73	46	55	68	71	56	56	38	38	55	55	34	34	35	35	16	43	39	42	78	78	80	80	58	61	54	56	39	39	36	42	33	33	37	37	49	49	46	46	45	45	37	46	31	34
20R902	45	49	44	52	52	55	28	40	51	51	73	73	54	63	37	46	73	73	69	69	42	42	42	42	64	67	36	39	42	42	60	66	43	49	53	56	79	79	46	55	71	71	56	56	38	41	52	55	34	34	35	35	43	43	39	42	78	81	80	80	58	61	54	56	39	39	36	36	33	33	37	37	43	49	40	46	30	45	40	46	31	34
21R135	41	45	32	52	55	55	37	40	48	48	73	73	54	63	37	46	73	73	69	69	42	42	42	60	64	64	21	39	45	45	60	66	43	49	53	68	64	73	46	64	71	71	56	59	38	41	52	52	34	34	35	41	37	43	39	42	75	78	59	65	64	64	54	56	39	48	36	42	33	66	37	39	43	49	46	46	30	45	37	46	31	31
21R234	45	65	36	40	49	55	28	43	51	51	58	73	54	63	46	46	64	73	69	69	42	42	42	54	64	64	36	39	45	45	57	66	43	46	53	65	73	73	46	46	68	71	56	56	38	41	52	55	28	34	35	41	43	43	39	42	60	81	59	71	58	61	50	50	39	39	36	48	33	60	35	37	49	49	46	46	30	45	37	37	31	37
21R313	25	45	40	52	55	55	28	43	48	51	43	49	57	63	37	37	64	64	69	69	42	48	42	54	64	64	36	39	42	45	63	66	49	49	53	53	64	64	64	64	68	68	62	83	38	38	52	52	28	34	35	41	16	43	?	?	60	78	80	83	64	64	50	56	39	39	42	42	33	63	37	39	49	49	46	46	30	45	37	46	31	37
21R317	25	49	36	40	46	55	40	43	51	57	43	43	54	63	37	37	73	76	63	72	42	42	42	60	64	70	36	42	42	42	63	66	43	46	62	65	79	79	46	64	68	71	56	56	38	38	52	55	31	34	35	38	16	43	39	42	60	75	59	59	64	64	50	56	39	39	42	48	33	57	35	35	43	49	40	46	45	45	37	40	31	34
21R319	25	49	32	40	49	55	37	37	48	51	49	73	63	63	37	46	73	73	69	69	42	42	54	60	64	67	36	42	45	45	60	66	43	49	62	62	79	79	46	64	68	71	62	83	38	38	49	52	34	34	35	41	34	43	39	42	60	81	80	80	64	64	50	56	39	39	42	42	33	33	35	37	49	49	40	46	45	51	37	37	31	34
21R330	25	37	40	52	52	55	?	?	48	51	43	73	54	54	37	46	64	73	69	69	42	42	42	54	64	64	36	39	42	45	60	66	43	49	62	62	64	79	46	55	71	77	56	56	41	41	55	55	28	28	38	41	34	43	39	42	60	78	80	80	64	67	50	54	39	39	36	42	33	48	35	37	43	49	46	46	30	30	37	37	31	34
21R416	37	45	40	40	49	55	28	28	51	57	49	49	57	63	37	46	67	73	69	69	42	48	42	60	64	64	36	39	45	45	63	66	49	49	62	62	73	79	55	55	71	71	56	56	38	38	55	55	34	34	35	35	37	43	42	42	60	78	71	80	64	64	50	50	39	39	42	51	57	57	35	37	43	49	40	46	45	45	37	46	28	31
21R463	37	41	40	40	52	52	28	28	48	51	49	49	42	57	37	46	73	73	69	69	42	42	42	42	67	67	39	39	42	45	66	66	46	49	56	56	61	73	64	67	68	77	56	56	41	41	52	55	28	28	44	44	34	34	42	45	81	81	59	68	61	61	56	56	39	39	51	51	57	57	35	37	49	49	40	40	48	54	37	40	31	31
pop = 2018PU																																																																																		
20R031	25	45	32	40	49	55	28	40	51	51	49	49	54	54	37	46	73	73	69	72	42	48	42	42	64	70	36	39	45	45	57	63	43	49	53	65	73	73	46	46	71	77	62	62	38	38	55	55	34	34	35	35	31	43	39	42	60	78	80	83	64	64	50	56	39	48	42	51	57	57	37	39	49	49	40	40	30	36	40	46	34	34
20R153	41	49	40	44	49	52	28	37	51	51	58	73	54	57	37	37	64	73	69	72	42	48	42	42	64	70	39	39	42	42	66	66	43	43	62	62	73	79	55	55	71	71	56	56	38	41	49	55	34	34	35	41	16	43	39	42	60	78	65	80	64	64	50	50	39	39	42	51	57	57	37	39	49	49	46	46	45	51	37	40	31	31
20R393	25	37	40	40	55	55	28	40	51	51	49	49	54	54	37	37	64	73	69	72	42	42	42	54	64	64	36	36	42	45	57	63	43	43	53	53	64	73	46	58	68	71	56	62	38	41	49	55	34	37	35	35	31	43	39	39	60	78	80	83	64	64	50	50	39	39	51	51	33	57	37	37	49	49	46	46	45	45	40	40	31	34
20R398	25	49	36	40	46	52	28	37	51	51	49	49	54	60	46	46	64	73	?	?	42	48	42	42	64	64	21	36	42	45	63	81	46	46	53	62	67	70	64	67	71	77	59	71	38	38	52	52	28	34	35	41	43	43	39	42	60	60	56	59	64	67	48	50	39	51	36	48	33	33	37	37	43	49	40	46	36	51	37	46	31	31
20R401	25	37	32	52	49	58	28	28	45	51	49	49	57	72	46	49	70	73	69	69	42	42	42	54	64	70	36	39	45	45	60	66	43	43	49	53	73	73	40	46	71	77	62	62	38	38	52	55	34	34	35	35	16	37	42	42	60	78	65	80	64	64	50	54	39	48	36	36	45	57	37	37	49	49	40	46	30	45	37	40	31	34
20R431	25	45	40	40	52	52	28	37	51	51	49	73	54	57	46	46	64	73	63	69	42	42	42	42	64	64	36	36	42	45	57	60	49	49	53	62	64	79	46	46	68	71	56	62	38	38	49	55	34	34	35	38	34	43	39	42	60	78	59	65	64	67	50	50	39	39	42	51	33	54	35	39	43	49	46	46	45	51	37	46	31	37
20R514	25	65	40	40	46	52	40	40	51	51	49	58	54	54	37	37	64	73	69	69	42	48	54	54	64	67	36	39	45	45	60	66	49	49	56	65	64	73	46	64	71	77	56	56	38	41	49	55	34	34	35	35	34	37	42	45	60	78	80	80	64	67	50	54	39	39	42	42	33	57	35	35	49	49	40	40	30	36	37	40	31	37
20R630	25	49	32	40	49	55	37	40	48	51	58	73	54	63	37	37	64	73	69	69	42	48	60	60	64	70	21	39	42	45	60	66	49	49	62	62	64	64	46	64	68	71	56	62	38	41	55	55	34	34	35	41	34	37	39	42	60	78	56	80	61	64	50	50	39	39	42	57	33	57	37	37	43	49	40	46	45	45	37	40	34	34
20R631	25	49	36	36	49	55	28	40	51	54	43	73	63	63	46	49	73	73	69	69	42	48	48	60	64	64	36	39	45	45	66	69	49	49	62	62	64	73	55	55	68	68	56	62	38	38	55	55	34	34	35	35	16	43	42	42	60	75	71	71	64	64	50	50	39	51	42	51	54	57	37	39	43	49	40	46	36	45	40	40	31	31
20R633	49	49	40	40	49	52	37	40	51	51	49	49	54	57	37	37	73	73	69	72	42	48	42	54	64	67	36	36	45	45	57	60	46	49	53	53	64	64	46	46	71	71	62	62	38	38	49	55	34	37	35	35	31	43	39	39	60	78	80	80	64	67	50	50	39	39	42	51	57	57	35	37	49	49	46	46	45	45	40	40	31	34
20R643	25	49	40	52	49	55	28	40	48	51	49	73	54	63	37	46	73	73	69	69	42	48	42	48	64	64	36	39	45	45	66	69	43	49	53	53	64	73	55	64	68	71	56	62	38	41	55	55	34	34	35	38	37	43	39	42	75	78	59	65	61	64	50	54	39	39	42	51	33	33	37	37	49	49	40	40	36	45	37	46	34	37
20R665	25	49	36	48	49	55	28	37	48	51	43	73	57	63	46	46	64	73	69	69	42	48	48	54	64	64	?	?	45	45	?	?	49	49	53	62	64	73	55	64	68	71	56	62	38	41	49	55	28	34	35	35	16	34	39	42	60	81	?	?	64	64	50	50	39	51	42	42	54	54	35	35	43	43	40	46	30	30	37	40	31	37
20R747	25	37	44	52	55	55	37	43	48	51	49	73	54	63	37	46	73	73	69	69	48	48	54	54	64	64	36	39	42	45	60	66	49	49	62	65	73	79	64	64	71	71	62	86	38	38	52	55	28	28	35	41	31	37	39	42	60	75	59	71	61	64	50	50	39	39	42	51	33	54	37	37	49	49	40	46	45	45	40	46	31	34
20R751	45	65	48	52	49	52	28	40	51	54	49	73	54	63	46	49	73	73	63	69	42	42	42	42	64	67	36	39	45	45	69	69	43	49	53	53	64	73	46	46	68	68	56	56	38	41	52	55	34	34	35	38	43	43	42	42	60	78	59	80	58	64	50	54	39	39	42	42	33	33	37	39	49	49	40	46	45	45	37	46	31	34
